Date,Adj Close,Close,High,Low,Open,Volume
2008-08-29,11543.9599609375,11543.9599609375,11713.23046875,11543.3896484375,11713.23046875,166910000
2008-09-02,11516.919921875,11516.919921875,11790.169921875,11471.900390625,11545.6298828125,177090000
2008-09-03,11532.8798828125,11532.8798828125,11554.3798828125,11416.5302734375,11506.009765625,174250000
2008-09-04,11188.23046875,11188.23046875,11532.48046875,11176.01953125,11532.48046875,229200000
2008-09-05,11220.9599609375,11220.9599609375,11245.150390625,11037.849609375,11185.6298828125,198300000
2008-09-08,11510.740234375,11510.740234375,11570.66015625,11224.7900390625,11224.8701171875,273000000
2008-09-09,11230.73046875,11230.73046875,11577.5,11230.73046875,11514.73046875,257300000
2008-09-10,11268.919921875,11268.919921875,11380.6298828125,11215.259765625,11233.91015625,214260000
2008-09-11,11433.7099609375,11433.7099609375,11445.6796875,11098.669921875,11264.4404296875,247820000
2008-09-12,11421.990234375,11421.990234375,11459.9296875,11280.400390625,11429.3203125,238890000
2008-09-15,10917.509765625,10917.509765625,11416.4501953125,10917.509765625,11416.3701171875,432970000
2008-09-16,11059.01953125,11059.01953125,11093.2197265625,10742.7001953125,10905.6201171875,494760000
2008-09-17,10609.66015625,10609.66015625,11057.3095703125,10595.900390625,11056.580078125,463200000
2008-09-18,11019.6904296875,11019.6904296875,11076.4404296875,10459.4404296875,10609.009765625,488060000
2008-09-19,11388.4404296875,11388.4404296875,11483.0498046875,11026.7001953125,11027.509765625,655110000
2008-09-22,11015.6904296875,11015.6904296875,11394.580078125,10992.2001953125,11394.419921875,213210000
2008-09-23,10854.169921875,10854.169921875,11143.2099609375,10833.9404296875,11015.6904296875,204480000
2008-09-24,10825.169921875,10825.169921875,10928.400390625,10753.5703125,10850.01953125,183630000
2008-09-25,11022.0595703125,11022.0595703125,11129.1904296875,10827.009765625,10827.169921875,218530000
2008-09-26,11143.1298828125,11143.1298828125,11168.0595703125,10868.8203125,11019.0400390625,232560000
2008-09-29,10365.4501953125,10365.4501953125,11139.9404296875,10365.4501953125,11139.6201171875,385940000
2008-09-30,10850.66015625,10850.66015625,10868.900390625,10371.419921875,10371.580078125,319770000
2008-10-01,10831.0703125,10831.0703125,10882.51953125,10631.9501953125,10847.400390625,256670000
2008-10-02,10482.849609375,10482.849609375,10825.5400390625,10439.51953125,10825.5400390625,395330000
2008-10-03,10325.3798828125,10325.3798828125,10796.259765625,10310.25,10483.9599609375,299690000
2008-10-06,9955.5,9955.5,10322.759765625,9525.3203125,10322.51953125,391460000
2008-10-07,9447.1103515625,9447.1103515625,10124.0302734375,9436.669921875,9955.419921875,362520000
2008-10-08,9258.099609375,9258.099609375,9628.0703125,9194.7802734375,9437.23046875,479270000
2008-10-09,8579.1904296875,8579.1904296875,9448.1396484375,8579.1904296875,9261.6904296875,436740000
2008-10-10,8451.1904296875,8451.1904296875,8901.2802734375,7882.509765625,8568.669921875,674920000
2008-10-13,9387.6103515625,9387.6103515625,9427.990234375,8462.1796875,8462.419921875,399290000
2008-10-14,9310.990234375,9310.990234375,9794.3701171875,9085.4296875,9388.9697265625,412740000
2008-10-15,8577.91015625,8577.91015625,9308.759765625,8530.1201171875,9301.91015625,374350000
2008-10-16,8979.259765625,8979.259765625,9013.26953125,8197.669921875,8577.0400390625,422450000
2008-10-17,8852.2197265625,8852.2197265625,9281.1201171875,8718.25,8975.349609375,360600000
2008-10-20,9265.4296875,9265.4296875,9266.6298828125,8852.2197265625,8852.2998046875,241400000
2008-10-21,9033.66015625,9033.66015625,9284.5498046875,9004.26953125,9262.7998046875,231160000
2008-10-22,8519.2099609375,8519.2099609375,9027.83984375,8335.2998046875,9027.83984375,348840000
2008-10-23,8691.25,8691.25,8795.990234375,8243.5498046875,8519.76953125,340740000
2008-10-24,8378.9501953125,8378.9501953125,8683.2099609375,8187.47998046875,8683.2099609375,335680000
2008-10-27,8175.77001953125,8175.77001953125,8599.099609375,8143.58984375,8375.919921875,281180000
2008-10-28,9065.1201171875,9065.1201171875,9082.080078125,8174.72998046875,8178.72021484375,372160000
2008-10-29,8990.9599609375,8990.9599609375,9363.3203125,8890.2900390625,9062.330078125,316230000
2008-10-30,9180.6904296875,9180.6904296875,9266.4697265625,8976.8701171875,9004.66015625,267210000
2008-10-31,9325.009765625,9325.009765625,9454.3603515625,9119.2001953125,9179.08984375,310950000
2008-11-03,9319.830078125,9319.830078125,9410.5498046875,9255.48046875,9326.0400390625,180970000
2008-11-04,9625.2802734375,9625.2802734375,9653.9501953125,9323.8896484375,9323.8896484375,254930000
2008-11-05,9139.26953125,9139.26953125,9616.599609375,9111.4697265625,9616.599609375,264640000
2008-11-06,8695.7900390625,8695.7900390625,9155.4404296875,8637.169921875,9134.009765625,344350000
2008-11-07,8943.8095703125,8943.8095703125,8961.5703125,8696.0302734375,8696.0302734375,246300000
2008-11-10,8870.5400390625,8870.5400390625,9159.580078125,8760.4599609375,8946.599609375,221230000
2008-11-11,8693.9599609375,8693.9599609375,8867.91015625,8560.7099609375,8864.3203125,257270000
2008-11-12,8282.66015625,8282.66015625,8684.599609375,8265.2900390625,8684.51953125,314660000
2008-11-13,8835.25,8835.25,8876.58984375,7965.419921875,8281.1396484375,476600000
2008-11-14,8497.3095703125,8497.3095703125,8923.1796875,8469.990234375,8822.1904296875,304370000
2008-11-17,8273.580078125,8273.580078125,8571.2998046875,8246.8896484375,8494.83984375,278220000
2008-11-18,8424.75,8424.75,8477.9501953125,8105.43994140625,8273.33984375,366390000
2008-11-19,7997.27978515625,7997.27978515625,8504.6396484375,7987.080078125,8420.6904296875,350470000
2008-11-20,7552.2900390625,7552.2900390625,8187.39990234375,7506.97021484375,7995.52978515625,528130000
2008-11-21,8046.419921875,8046.419921875,8071.75,7449.3798828125,7552.3701171875,569010000
2008-11-24,8443.3896484375,8443.3896484375,8599.01953125,8048.08984375,8048.08984375,491890000
2008-11-25,8479.4697265625,8479.4697265625,8607.3798828125,8281.4599609375,8445.1396484375,374020000
2008-11-26,8726.6103515625,8726.6103515625,8726.6103515625,8311.169921875,8464.490234375,283920000
2008-11-28,8829.0400390625,8829.0400390625,8831.349609375,8672.6904296875,8724.7001953125,155510000
2008-12-01,8149.08984375,8149.08984375,8827.0498046875,8141.35986328125,8826.8896484375,321010000
2008-12-02,8419.08984375,8419.08984375,8437.169921875,8143.509765625,8153.75,307520000
2008-12-03,8591.6904296875,8591.6904296875,8624.1904296875,8234.150390625,8409.1396484375,294680000
2008-12-04,8376.240234375,8376.240234375,8631.990234375,8259.400390625,8587.0703125,280880000
2008-12-05,8635.419921875,8635.419921875,8686.4697265625,8118.5,8376.080078125,346370000
2008-12-08,8934.1796875,8934.1796875,9026.41015625,8637.490234375,8637.650390625,358970000
2008-12-09,8691.330078125,8691.330078125,8934.099609375,8651.740234375,8934.099609375,284950000
2008-12-10,8761.419921875,8761.419921875,8879.2197265625,8646.330078125,8693.0,232830000
2008-12-11,8565.08984375,8565.08984375,8809.4501953125,8512.759765625,8750.1298828125,290540000
2008-12-12,8629.6796875,8629.6796875,8682.5703125,8347.8095703125,8563.099609375,271030000
2008-12-15,8564.5302734375,8564.5302734375,8676.2802734375,8469.0302734375,8628.8095703125,229940000
2008-12-16,8924.1396484375,8924.1396484375,8958.7900390625,8565.650390625,8565.650390625,337190000
2008-12-17,8824.33984375,8824.33984375,8961.259765625,8778.0703125,8921.91015625,239260000
2008-12-18,8604.990234375,8604.990234375,8883.3603515625,8527.41015625,8823.9404296875,274080000
2008-12-19,8579.1103515625,8579.1103515625,8787.23046875,8550.4296875,8606.5,550150000
2008-12-22,8519.6904296875,8519.6904296875,8601.41015625,8372.01953125,8573.3701171875,211090000
2008-12-23,8419.490234375,8419.490234375,8604.1201171875,8391.2998046875,8518.650390625,174640000
2008-12-24,8468.48046875,8468.48046875,8498.5,8416.8603515625,8416.8603515625,66930000
2008-12-26,8515.5498046875,8515.5498046875,8533.0703125,8461.7802734375,8468.7099609375,86760000
2008-12-29,8483.9296875,8483.9296875,8530.6796875,8364.0595703125,8515.8701171875,153730000
2008-12-30,8668.3896484375,8668.3896484375,8675.240234375,8487.509765625,8487.509765625,162560000
2008-12-31,8776.3896484375,8776.3896484375,8842.66015625,8664.8896484375,8666.48046875,226760000
2009-01-02,9034.6904296875,9034.6904296875,9065.2802734375,8760.7802734375,8772.25,213700000
2009-01-05,8952.8896484375,8952.8896484375,9034.3701171875,8892.3603515625,9027.1298828125,233760000
2009-01-06,9015.099609375,9015.099609375,9088.0595703125,8940.9501953125,8954.5703125,215410000
2009-01-07,8769.7001953125,8769.7001953125,8996.9404296875,8719.919921875,8996.9404296875,266710000
2009-01-08,8742.4599609375,8742.4599609375,8770.01953125,8651.1904296875,8769.9404296875,226620000
2009-01-09,8599.1796875,8599.1796875,8769.6201171875,8576.9599609375,8738.7998046875,204300000
2009-01-12,8473.9697265625,8473.9697265625,8602.599609375,8421.080078125,8599.259765625,273550000
2009-01-13,8448.5595703125,8448.5595703125,8522.080078125,8376.8798828125,8474.6103515625,304050000
2009-01-14,8200.1396484375,8200.1396484375,8446.25,8140.72021484375,8446.009765625,355050000
2009-01-15,8212.490234375,8212.490234375,8286.16015625,7995.1298828125,8196.240234375,436660000
2009-01-16,8281.2197265625,8281.2197265625,8341.2001953125,8109.33984375,8215.669921875,439360000
2009-01-20,7949.08984375,7949.08984375,8291.98046875,7939.93017578125,8279.6298828125,419200000
2009-01-21,8228.099609375,8228.099609375,8243.5498046875,7936.18994140625,7949.169921875,410040000
2009-01-22,8122.7998046875,8122.7998046875,8224.830078125,7957.14013671875,8224.4296875,420040000
2009-01-23,8077.56005859375,8077.56005859375,8152.58984375,7909.02978515625,8108.7900390625,370510000
2009-01-26,8116.02978515625,8116.02978515625,8231.6796875,8023.16015625,8078.0400390625,316720000
2009-01-27,8174.72998046875,8174.72998046875,8225.7900390625,8083.14013671875,8117.39013671875,247750000
2009-01-28,8375.4501953125,8375.4501953125,8405.8701171875,8175.93017578125,8175.93017578125,357940000
2009-01-29,8149.009765625,8149.009765625,8373.1396484375,8137.93994140625,8373.0595703125,247450000
2009-01-30,8000.85986328125,8000.85986328125,8195.759765625,7961.919921875,8149.009765625,303160000
2009-02-02,7936.75,7936.75,8000.6201171875,7867.3701171875,8000.6201171875,293890000
2009-02-03,8078.35986328125,8078.35986328125,8111.56982421875,7905.52001953125,7936.990234375,313090000
2009-02-04,7956.66015625,7956.66015625,8162.14990234375,7929.259765625,8070.31982421875,345520000
2009-02-05,8063.06982421875,8063.06982421875,8107.830078125,7845.31005859375,7954.830078125,390980000
2009-02-06,8280.58984375,8280.58984375,8312.3701171875,8052.240234375,8056.3798828125,396380000
2009-02-09,8270.8701171875,8270.8701171875,8315.0703125,8196.240234375,8281.3798828125,289280000
2009-02-10,7888.8798828125,7888.8798828125,8269.4404296875,7848.740234375,8269.3603515625,449890000
2009-02-11,7939.52978515625,7939.52978515625,7983.740234375,7852.16015625,7887.0498046875,270280000
2009-02-12,7932.759765625,7932.759765625,7938.81982421875,7693.97998046875,7931.97021484375,331960000
2009-02-13,7850.41015625,7850.41015625,7970.83984375,7840.4501953125,7933.0,251960000
2009-02-17,7552.60009765625,7552.60009765625,7845.6298828125,7551.009765625,7845.6298828125,332850000
2009-02-18,7555.6298828125,7555.6298828125,7617.759765625,7479.97021484375,7546.35009765625,268220000
2009-02-19,7465.9501953125,7465.9501953125,7614.97021484375,7447.5498046875,7555.22998046875,301480000
2009-02-20,7365.669921875,7365.669921875,7469.2900390625,7249.47021484375,7461.490234375,584900000
2009-02-23,7114.77978515625,7114.77978515625,7441.02001953125,7105.93994140625,7365.990234375,406150000
2009-02-24,7350.93994140625,7350.93994140625,7378.97021484375,7114.2998046875,7115.33984375,468010000
2009-02-25,7270.89013671875,7270.89013671875,7404.93994140625,7156.68017578125,7349.580078125,450270000
2009-02-26,7182.080078125,7182.080078125,7402.31005859375,7173.56005859375,7269.06005859375,321300000
2009-02-27,7062.93017578125,7062.93017578125,7195.4599609375,7033.6201171875,7180.97021484375,667950000
2009-03-02,6763.2900390625,6763.2900390625,7058.9501953125,6755.169921875,7056.47998046875,568670000
2009-03-03,6726.02001953125,6726.02001953125,6855.2900390625,6705.6298828125,6764.81005859375,445280000
2009-03-04,6875.83984375,6875.83984375,6979.22021484375,6726.419921875,6726.5,464830000
2009-03-05,6594.43994140625,6594.43994140625,6874.009765625,6544.10009765625,6874.009765625,509770000
2009-03-06,6626.93994140625,6626.93994140625,6755.169921875,6469.9501953125,6595.16015625,425170000
2009-03-09,6547.0498046875,6547.0498046875,6709.60986328125,6516.85986328125,6625.740234375,365990000
2009-03-10,6926.490234375,6926.490234375,6926.490234375,6546.60986328125,6547.009765625,640020000
2009-03-11,6930.39990234375,6930.39990234375,7015.06005859375,6867.5498046875,6923.1298828125,524430000
2009-03-12,7170.06005859375,7170.06005859375,7184.7099609375,6872.25,6932.39013671875,488690000
2009-03-13,7223.97998046875,7223.97998046875,7242.6201171875,7105.85986328125,7167.35009765625,479010000
2009-03-16,7216.97021484375,7216.97021484375,7392.91015625,7206.85009765625,7225.330078125,586970000
2009-03-17,7395.7001953125,7395.7001953125,7396.81005859375,7172.0498046875,7218.0,391880000
2009-03-18,7486.580078125,7486.580078125,7571.64013671875,7257.27001953125,7395.7001953125,584110000
2009-03-19,7400.7998046875,7400.7998046875,7548.4599609375,7369.259765625,7489.68017578125,559920000
2009-03-20,7278.3798828125,7278.3798828125,7460.93017578125,7257.830078125,7402.31005859375,672950000
2009-03-23,7775.85986328125,7775.85986328125,7780.72021484375,7278.77978515625,7279.25,515600000
2009-03-24,7659.97021484375,7659.97021484375,7796.56982421875,7646.990234375,7773.47021484375,379670000
2009-03-25,7749.81005859375,7749.81005859375,7863.6298828125,7550.06005859375,7659.81005859375,454090000
2009-03-26,7924.56005859375,7924.56005859375,7931.330078125,7752.27978515625,7752.35986328125,397260000
2009-03-27,7776.18017578125,7776.18017578125,7922.56982421875,7735.9501953125,7922.56982421875,323650000
2009-03-30,7522.02001953125,7522.02001953125,7773.39013671875,7437.58984375,7773.31005859375,383260000
2009-03-31,7608.919921875,7608.919921875,7725.35986328125,7523.4501953125,7523.77001953125,399840000
2009-04-01,7761.60009765625,7761.60009765625,7789.0,7483.8701171875,7606.1298828125,361340000
2009-04-02,7978.080078125,7978.080078125,8075.72998046875,7763.990234375,7763.990234375,442820000
2009-04-03,8017.58984375,8017.58984375,8019.5,7897.240234375,7980.6298828125,308210000
2009-04-06,7975.85009765625,7975.85009765625,8016.16015625,7862.2001953125,8016.16015625,247400000
2009-04-07,7789.56005859375,7789.56005859375,7969.080078125,7762.080078125,7968.919921875,276920000
2009-04-08,7837.10986328125,7837.10986328125,7887.52001953125,7750.85009765625,7788.68017578125,255350000
2009-04-09,8083.3798828125,8083.3798828125,8087.27978515625,7839.89013671875,7839.89013671875,462060000
2009-04-13,8057.81005859375,8057.81005859375,8113.41015625,7963.75,8082.02001953125,424250000
2009-04-14,7920.18017578125,7920.18017578125,8057.41015625,7902.259765625,8057.41015625,513010000
2009-04-15,8029.6201171875,8029.6201171875,8041.31982421875,7870.47998046875,7914.919921875,413280000
2009-04-16,8125.43017578125,8125.43017578125,8168.1201171875,7962.7099609375,8029.14013671875,359470000
2009-04-17,8131.330078125,8131.330078125,8190.66015625,8086.8798828125,8125.43017578125,537670000
2009-04-20,7841.72998046875,7841.72998046875,8128.93994140625,7840.4501953125,8128.93994140625,453660000
2009-04-21,7969.56005859375,7969.56005859375,7979.2001953125,7791.9501953125,7841.72998046875,424030000
2009-04-22,7886.56982421875,7886.56982421875,8044.830078125,7868.009765625,7964.77978515625,387030000
2009-04-23,7957.06005859375,7957.06005859375,7979.43994140625,7804.2099609375,7886.81005859375,327240000
2009-04-24,8076.2900390625,8076.2900390625,8127.5,7957.4501953125,7957.4501953125,402720000
2009-04-27,8025.0,8025.0,8122.56005859375,7987.16015625,8073.81982421875,282990000
2009-04-28,8016.9501953125,8016.9501953125,8091.66015625,7938.97998046875,8023.56005859375,274710000
2009-04-29,8185.72998046875,8185.72998046875,8257.5703125,8017.91015625,8018.31005859375,300340000
2009-04-30,8168.1201171875,8168.1201171875,8307.509765625,8136.89990234375,8188.509765625,341400000
2009-05-01,8212.41015625,8212.41015625,8219.8095703125,8099.31005859375,8167.41015625,237360000
2009-05-04,8426.740234375,8426.740234375,8434.8603515625,8213.599609375,8213.599609375,354490000
2009-05-05,8410.650390625,8410.650390625,8458.1201171875,8362.7802734375,8425.5498046875,311490000
2009-05-06,8512.2802734375,8512.2802734375,8518.5703125,8403.0,8403.48046875,454480000
2009-05-07,8409.849609375,8409.849609375,8577.1904296875,8358.0,8512.2802734375,476640000
2009-05-08,8574.650390625,8574.650390625,8587.5498046875,8410.73046875,8410.73046875,428420000
2009-05-11,8418.76953125,8418.76953125,8569.23046875,8410.330078125,8569.23046875,332630000
2009-05-12,8469.1103515625,8469.1103515625,8517.4599609375,8365.650390625,8419.169921875,334840000
2009-05-13,8284.8896484375,8284.8896484375,8462.0400390625,8262.4296875,8461.7998046875,336930000
2009-05-14,8331.3203125,8331.3203125,8376.6396484375,8273.900390625,8285.919921875,323800000
2009-05-15,8268.6396484375,8268.6396484375,8394.9599609375,8230.169921875,8326.2197265625,308820000
2009-05-18,8504.080078125,8504.080078125,8511.8798828125,8270.150390625,8270.150390625,288280000
2009-05-19,8474.849609375,8474.849609375,8538.009765625,8463.5400390625,8502.48046875,277710000
2009-05-20,8422.0400390625,8422.0400390625,8591.9296875,8405.4697265625,8471.8203125,468640000
2009-05-21,8292.1298828125,8292.1298828125,8416.150390625,8221.009765625,8416.0703125,302280000
2009-05-22,8277.3203125,8277.3203125,8364.1396484375,8257.169921875,8292.2099609375,244190000
2009-05-26,8473.490234375,8473.490234375,8495.7099609375,8226.900390625,8277.3203125,314760000
2009-05-27,8300.01953125,8300.01953125,8496.58984375,8289.349609375,8473.650390625,285990000
2009-05-28,8403.7998046875,8403.7998046875,8434.6201171875,8246.580078125,8300.5,290730000
2009-05-29,8500.330078125,8500.330078125,8522.9501953125,8368.51953125,8404.0400390625,361910000
2009-06-01,8721.4404296875,8721.4404296875,8760.7001953125,8501.2900390625,8501.5302734375,354830000
2009-06-02,8740.8701171875,8740.8701171875,8787.1298828125,8693.7197265625,8721.599609375,257560000
2009-06-03,8675.240234375,8675.240234375,8740.3896484375,8598.3798828125,8740.0703125,252160000
2009-06-04,8750.240234375,8750.240234375,8751.25,8634.5703125,8675.2802734375,237800000
2009-06-05,8763.1298828125,8763.1298828125,8839.400390625,8700.41015625,8751.75,254970000
2009-06-08,8764.490234375,8764.490234375,8823.9697265625,8633.0703125,8759.349609375,189630000
2009-06-09,8763.0595703125,8763.0595703125,8803.259765625,8725.1201171875,8764.830078125,187930000
2009-06-10,8739.01953125,8739.01953125,8834.9296875,8639.9501953125,8763.66015625,219920000
2009-06-11,8770.919921875,8770.919921875,8877.9296875,8736.23046875,8736.23046875,249900000
2009-06-12,8799.259765625,8799.259765625,8805.5302734375,8716.73046875,8770.009765625,164020000
2009-06-15,8612.1298828125,8612.1298828125,8798.5,8577.900390625,8798.5,230220000
2009-06-16,8504.669921875,8504.669921875,8643.650390625,8499.3798828125,8612.4404296875,240690000
2009-06-17,8497.1796875,8497.1796875,8563.009765625,8461.2900390625,8504.3603515625,237870000
2009-06-18,8555.599609375,8555.599609375,8590.51953125,8475.1201171875,8496.73046875,220050000
2009-06-19,8539.73046875,8539.73046875,8616.58984375,8496.73046875,8556.9599609375,528710000
2009-06-22,8339.009765625,8339.009765625,8538.830078125,8334.5498046875,8538.51953125,291240000
2009-06-23,8322.91015625,8322.91015625,8370.900390625,8286.41015625,8340.4404296875,237150000
2009-06-24,8299.8603515625,8299.8603515625,8428.41015625,8259.8798828125,8323.509765625,189430000
2009-06-25,8472.400390625,8472.400390625,8490.4599609375,8259.4296875,8299.25,222540000
2009-06-26,8438.3896484375,8438.3896484375,8468.76953125,8401.3603515625,8468.5400390625,307640000
2009-06-29,8529.3798828125,8529.3798828125,8533.23046875,8429.08984375,8440.1298828125,216480000
2009-06-30,8447.0,8447.0,8560.4404296875,8393.9501953125,8528.9296875,233340000
2009-07-01,8504.0595703125,8504.0595703125,8580.4697265625,8447.5302734375,8447.5302734375,184600000
2009-07-02,8280.740234375,8280.740234375,8503.23046875,8280.740234375,8503.0,157800000
2009-07-06,8324.8701171875,8324.8701171875,8327.9697265625,8205.990234375,8280.740234375,206900000
2009-07-07,8163.60009765625,8163.60009765625,8326.3095703125,8154.3798828125,8324.9501953125,210880000
2009-07-08,8178.41015625,8178.41015625,8219.51953125,8087.18994140625,8163.60009765625,325250000
2009-07-09,8183.169921875,8183.169921875,8228.669921875,8145.31005859375,8179.009765625,192660000
2009-07-10,8146.52001953125,8146.52001953125,8183.85009765625,8093.31005859375,8182.490234375,174260000
2009-07-13,8331.6796875,8331.6796875,8331.6796875,8130.419921875,8146.52001953125,253520000
2009-07-14,8359.490234375,8359.490234375,8361.23046875,8285.2001953125,8331.3701171875,189170000
2009-07-15,8616.2099609375,8616.2099609375,8628.23046875,8363.9501953125,8363.9501953125,305000000
2009-07-16,8711.8203125,8711.8203125,8739.5498046875,8584.400390625,8612.66015625,216580000
2009-07-17,8743.9404296875,8743.9404296875,8754.2900390625,8674.41015625,8711.8896484375,301410000
2009-07-20,8848.150390625,8848.150390625,8854.7998046875,8745.900390625,8746.0498046875,213730000
2009-07-21,8915.9404296875,8915.9404296875,8927.1298828125,8811.26953125,8848.150390625,218910000
2009-07-22,8881.259765625,8881.259765625,8949.7998046875,8860.3203125,8912.3896484375,199010000
2009-07-23,9069.2900390625,9069.2900390625,9096.7197265625,8866.4404296875,8882.3095703125,274760000
2009-07-24,9093.240234375,9093.240234375,9100.8798828125,9007.3896484375,9066.1103515625,214310000
2009-07-27,9108.509765625,9108.509765625,9123.400390625,9034.51953125,9093.08984375,176830000
2009-07-28,9096.7197265625,9096.7197265625,9124.91015625,9007.4697265625,9106.919921875,198270000
2009-07-29,9070.7197265625,9070.7197265625,9094.830078125,9014.1904296875,9092.33984375,190510000
2009-07-30,9154.4599609375,9154.4599609375,9246.4296875,9072.6103515625,9072.83984375,232410000
2009-07-31,9171.6103515625,9171.6103515625,9218.76953125,9133.4501953125,9154.6103515625,265570000
2009-08-03,9286.5595703125,9286.5595703125,9298.4296875,9173.650390625,9173.650390625,221690000
2009-08-04,9320.1904296875,9320.1904296875,9321.099609375,9250.740234375,9285.0498046875,195990000
2009-08-05,9280.9697265625,9280.9697265625,9318.080078125,9206.4501953125,9315.3603515625,236610000
2009-08-06,9256.259765625,9256.259765625,9325.1103515625,9208.7998046875,9277.1904296875,244450000
2009-08-07,9370.0703125,9370.0703125,9437.7099609375,9258.4501953125,9258.4501953125,216600000
2009-08-10,9337.9501953125,9337.9501953125,9371.9599609375,9290.33984375,9368.41015625,161370000
2009-08-11,9241.4501953125,9241.4501953125,9334.330078125,9216.8798828125,9334.330078125,171380000
2009-08-12,9361.6103515625,9361.6103515625,9424.1103515625,9221.01953125,9236.0595703125,197420000
2009-08-13,9398.1904296875,9398.1904296875,9406.5,9305.3095703125,9362.2900390625,145620000
2009-08-14,9321.400390625,9321.400390625,9401.9697265625,9232.830078125,9398.0400390625,172780000
2009-08-17,9135.33984375,9135.33984375,9313.849609375,9116.51953125,9313.849609375,207100000
2009-08-18,9217.9404296875,9217.9404296875,9233.509765625,9134.3603515625,9134.3603515625,158530000
2009-08-19,9279.16015625,9279.16015625,9313.08984375,9131.9404296875,9208.6796875,176910000
2009-08-20,9350.0498046875,9350.0498046875,9363.9501953125,9267.9697265625,9278.5498046875,151740000
2009-08-21,9505.9599609375,9505.9599609375,9519.1103515625,9347.25,9347.8603515625,293530000
2009-08-24,9509.2802734375,9509.2802734375,9587.73046875,9486.23046875,9506.1796875,190590000
2009-08-25,9539.2900390625,9539.2900390625,9620.0,9508.98046875,9509.2099609375,173890000
2009-08-26,9543.51953125,9543.51953125,9582.9697265625,9485.7802734375,9538.6103515625,154660000
2009-08-27,9580.6298828125,9580.6298828125,9609.7197265625,9459.400390625,9541.6298828125,163980000
